customer_id,first_name,last_name,email,phone,city,state,country,age,gender,signup_date,segment,prime_member,total_spent,total_orders
190,Eli,Wood,eli.wood901@hotmail.com,4973656415,New York,NY,USA,63,Female,2020-05-04,Returning,Yes,8696.34,0
191,Henry,Watson,henry.watson553@icloud.com,2757305041,Columbus,OH,USA,66,f,05-Mar-2020,New,Yes,3951.14,3
192,Easton,Edwards,easton.edwards204@aol.com,5736133245,Oklahoma City,OK,USA,57,Female,04/22/2019,Churned,No,4853.87,45
193,nicholas,Kelly,nicholas.kelly873@hotmail.com,+1-766-435-2416,Austin,TX,USA,71,Female,09/28/2021,Returning,Yes,6195.79,55
194,Evelyn,Howard,evelyn.howard46@gmail.com,4127233070,,QC,Canada,,f,29-Apr-2024,At-Risk,No,21448.05,74
195,Jeremiah,Evans,jeremiah.evans642@hotmail.com,(540) 743-1535,New York,NY,USA,21,Non-binary,02-Jun-2023,Churned,Yes,9573.87,59
196,bella,Foster,bella.foster210@yahoo.com,9529822835,Indianapolis,IN,USA,41,Male,28-Oct-2021,VIP,Yes,11754.1,68
197,Anna,Mitchell,anna.mitchell829@gmail.com,(278) 311-3699,Tucson,AZ,USA,61,Non-binary,2021-12-02,Loyal,No,18442.73,2
198,Avery,Peterson,avery.peterson352@aol.com,(761) 655-8503,Oklahoma City,OK,USA,21,Female,18-Sep-2021,Loyal,Yes,23103.29,68
199,Nicholas,Cruz,nicholas.cruz120@gmail.com,(775) 924-1568,Sydney,NSW,Australia,49,Female,2021-12-28,Churned,No,13653.64,64
200,Chloe,Russell,chloe.russell151@icloud.com,(241) 342-2914,Albuquerque,NM,USA,32,Male,10/30/2020,Returning,No,16926.58,11
201,Lucy,RICHARDSON,lucy.richardson683@outlook.com,2376233267,Milwaukee,WI,USA,44,Female,"December 02, 2019",Loyal,Yes,7580.78,67
202,Landon,Carter,landon.carter937@outlook.com,7538202137,Birmingham,ENG,UK,68,Male,"October 08, 2021",At-Risk,No,11813.53,83
203,Nicholas,Gray,nicholas.gray284@hotmail.com,(646) 464-8799,Phoenix,AZ,USA,62,Female,06-Apr-2022,New,No,15906.18,45
204,Sophia,Morgan,sophia.morgan784@gmail.com,9238925642,Austin,TX,USA,41,Female,08/14/2023,Loyal,Yes,12584.57,24
205,Audrey,Reed,audrey.reed822@gmail.com,6892027779,Phoenix,AZ,united states,25,Female,2019-12-19,Loyal,Yes,3133.6,16
206,alexander,Martinez,alexander.martinez442@gmail.com,+1-883-210-2581,Chicago,IL,USA,40,Male,02/25/2020,At-Risk,Yes,8805.08,64
207,Benjamin,Gonzalez,benjamin.gonzalez542@yahoo.com,(301) 419-9260,Denver,CO,uk,50,Female,"January 06, 2020",Churned,Yes,12993.19,63
208,Ava,Hernandez,ava.hernandez291@hotmail.com,+1-271-687-7020,Nashville,TN,USA,60,Male,"October 03, 2021",Returning,Yes,24439.27,21
209,Cameron,Evans,cameron.evans743@hotmail.com,9158323248,Melbourne,VIC,Australia,58,f,"August 10, 2019",New,No,16952.69,22
210,Anna,WATSON,anna.watson770@icloud.com,(467) 755-6629,Tucson,AZ,USA,38,Female,2021-05-31,New,Yes,16485.28,38
211,Victoria,Sanders,victoria.sanders583@aol.com,3680985022,Birmingham,ENG,UK,55,Male,19-Apr-2023,Churned,No,14599.17,80
212,Lily,Turner,lily.turner254@yahoo.com,6379629640,Melbourne,VIC,Australia,62,Female,"March 09, 2022",Churned,No,8060.53,12
213,Aria,Cook,aria.cook348@yahoo.com,+1-248-504-7586,Memphis,TN,USA,35,Male,2023-03-02,VIP,Yes,8682.91,9
214,Nora,Reyes,nora.reyes412@outlook.com,+1-790-711-4489,Tucson,AZ,USA,64,Male,"April 05, 2024",Churned,Yes,3761.82,38
215,Benjamin,Bennett,benjamin.bennett844@outlook.com,7349753742,San Francisco,CA,USA,35,male,2021-05-14,VIP,Yes,24094.67,62
216,Wyatt,RICHARDSON,wyatt.richardson979@hotmail.com,(441) 314-9196,Philadelphia,PA,USA,55,Female,02-May-2020,VIP,Yes,3606.95,22
217,Skylar,Davis,skylar.davis972@gmail.com,+1-515-221-1570,Milwaukee,WI,USA,42,Male,06/25/2023,Churned,No,3051.34,30
218,Dylan,Allen,dylan.allen775@yahoo.com,5390092441,Austin,TX,USA,70,Male,"March 12, 2024",At-Risk,Yes,10521.76,70
219,William,Gray,william.gray811@aol.com,+1-986-864-3131,Portland,OR,USA,65,Female,20-Apr-2021,Loyal,Yes,4966.59,53
220,claire,LEWIS,claire.lewis572@aol.com,8017399116,Charlotte,NC,USA,,Female,2019-12-15,Loyal,No,5078.63,34
221,Jackson,Diaz,jackson.diaz745@aol.com,5896945119,Jacksonville,FL,USA,63,Female,"September 30, 2019",Loyal,Yes,13925.0,6
222,Lucy,Cruz,jackson.davis612@icloud.com,4493172294,Munich,BY,Germany,51,Female,2023-12-03,Returning,Yes,12480.27,35
223,Scarlett,Wood,scarlett.wood530@outlook.com,2228587581,Austin,TX,USA,49,Male,"June 16, 2020",VIP,No,2812.27,18
224,Emily,Perez,emily.perez577@aol.com,(384) 626-2258,Melbourne,,Australia,55,Male,2020-08-05,Loyal,n,20767.48,84
225,Caleb,SMITH,caleb.smith638@hotmail.com,5194596665,Sydney,NSW,Australia,72,Female,"December 31, 2019",Returning,No,3853.37,38
226,Victoria,Price,victoria.price99@outlook.com,5249102562,Vancouver,BC,Canada,61,Female,10-Jul-2019,Loyal,Yes,15738.99,67
227,Violet,Hill,violet.hill925@outlook.com,+1-622-296-8612,London,ENG,UK,67,f,23-Jul-2023,Loyal,Yes,21072.75,5
228,Skylar,Ross,skylar.ross639@outlook.com,(465) 889-2742,Jacksonville,FL,USA,65,Non-binary,"September 05, 2022",At-Risk,Yes,9018.22,50
229,Michael,Anderson,michael.anderson193@gmail.com,(751) 395-2410,San Jose,CA,USA,48,,"December 07, 2019",Loyal,Yes,14235.76,50
230,Taylor,Collins,taylor.collins755@icloud.com,7290995045,Birmingham,ENG,UK,25,Female,"February 07, 2022",Churned,No,520.17,36
231,Christopher,Lewis,christopher.lewis944@icloud.com,+1-365-836-4394,Tucson,AZ,USA,28,Non-binary,06/26/2019,Returning,No,7591.3,26
232,Scarlett,Rivera,scarlett.rivera881@icloud.com,+1-548-563-1764,Phoenix,AZ,USA,46,Female,2020-07-01,Returning,Yes,15241.4,13
233,Eli,Thomas,eli.thomas161@aol.com,7732095649,Albuquerque,NM,USA,48,Male,04/25/2023,Loyal,Yes,17879.99,53
234,Landon,Cooper,landon.cooper822@hotmail.com,(898) 570-1487,Baltimore,MD,USA,43,Male,11/23/2020,Loyal,Yes,24443.32,84
235,Hannah,Long,hannah.long761@outlook.com,+1-410-757-8244,New York,NY,USA,52,Male,08-Apr-2021,Loyal,Yes,7098.2,11
236,caroline,Lee,caroline.lee553@icloud.com,(261) 581-5255,Nashville,TN,USA,33,Non-binary,2021-07-08,VIP,Yes,8758.43,36
237,Harper,Sanders,harper.sanders108@outlook.com,2351960400,Fort Worth,TX,USA,51,Female,"June 09, 2019",Loyal,No,24912.79,62
238,Christopher,Taylor,christopher.taylor992@aol.com,6805063639,London,ENG,UK,41,Male,2019-03-24,New,Yes,19594.81,53
239,Sofia,White,sofia.white126@icloud.com,9878945641,Chicago,IL,USA,64,Male,"April 09, 2023",Loyal,No,9680.88,50
240,Isaac,Powell,scarlett.wood530@outlook.com,8772543160,Nashville,TN,USA,52,Female,2021-10-26,At-Risk,Yes,20742.26,74
241,penelope,Cox,penelope.cox24@outlook.com,(293) 317-2627,,MD,USA,21,Non-binary,"November 12, 2019",Loyal,YES,7450.61,12
242,jayden,Thomas,jayden.thomas612@icloud.com,(262) 525-8615,Montreal,QC,Canada,55,Male,15-Feb-2024,VIP,Yes,7615.32,52
243,Ethan,Mitchell,ethan.mitchell252@icloud.com,2002331874,Birmingham,,UK,50,f,12/20/2020,VIP,Yes,2242.88,15
244,Nora,Clark,nora.clark326@aol.com,(878) 529-6597,San Francisco,CA,USA,N/A,Female,"August 16, 2022",Loyal,Yes,2028.72,83
245,Aaliyah,Edwards,aaliyah.edwards833@hotmail.com,(208) 327-8580,Las Vegas,NV,USA,70,Non-binary,03-Apr-2023,VIP,No,24182.41,4
246,Jackson,Smith,jackson.smith406@gmail.com,+1-331-963-2065,Sydney,NSW,Australia,,Male,19-Oct-2023,VIP,No,14002.9,58
247,Paisley,Miller,paisley.miller865@hotmail.com,7488680575,London,ENG,UK,32,,2020-02-03,VIP,Yes,7770.15,80
248,Olivia,Cox,olivia.cox861@outlook.com,+1-994-814-8184,Toronto,ON,Canada,20,Female,2021-07-03,Returning,Yes,22977.89,56
249,charlotte,HUGHES,charlotte.hughes871@hotmail.com,+1-675-638-2659,Munich,BY,Germany,24,f,23-May-2023,Returning,Yes,22609.25,16
250,Easton,Watson,easton.watson817@gmail.com,5330728529,Nashville,TN,USA,50,Non-binary,01/25/2021,Returning,Yes,16013.87,25
251,Nicholas,Myers,nicholas.myers340@icloud.com,7237308382,El Paso,TX,USA,70,Male,"July 01, 2022",Returning,Yes,20652.11,0
252,Alexander,Jackson,alexander.jackson600@outlook.com,(468) 936-3855,Los Angeles,CA,USA,unknown,Female,2023-09-23,Returning,Yes,7626.81,30
253,Audrey,Watson,audrey.watson67@gmail.com,7345299986,Dallas,TX,USA,68,Male,06/06/2023,VIP,No,5230.94,10
254,Abigail,Morgan,abigail.morgan770@icloud.com,(911) 694-9106,London,ENG,UK,45,Female,"July 14, 2021",Churned,Yes,3358.26,10
255,Ava,Morris,ava.morris462@hotmail.com,+1-277-567-2350,Memphis,TN,USA,32,Male,2021-11-16,Churned,Yes,8343.95,42
256,Grace,Harris,grace.harris876@aol.com,(613) 615-1194,,CA,USA,51,Non-binary,04/09/2020,Loyal,No,8516.49,10
257,Ellie,Torres,ellie.torres572@gmail.com,+1-629-635-7608,Sydney,NSW,Australia,20,Female,2022-01-06,Churned,Yes,22843.8,73
258,Dylan,Rodriguez,dylan.rodriguez112@outlook.com,,Albuquerque,NM,USA,32,Male,"May 23, 2019",Returning,Yes,12963.29,21
259,Alexander,Taylor,alexander.taylor71@hotmail.com,+1-788-517-4325,Columbus,OH,USA,46,Male,2021-07-28,Loyal,Yes,8222.29,72
260,Hunter,Lopez,hunter.lopez468@outlook.com,(625) 455-3942,Nashville,TN,USA,28,Male,2021-03-16,VIP,Yes,17451.1,27
261,amelia,Mitchell,amelia.mitchell785@outlook.com,(274) 854-8567,Austin,TX,USA,65,Female,05/28/2020,Returning,No,6057.34,56
262,Abigail,Williams,abigail.williams128@icloud.com,+1-931-235-9721,Austin,TX,USA,37,M,2019-04-08,,Yes,23220.51,47
263,Olivia,Johnson,olivia.johnson686@gmail.com,+1-534-530-4105,San Antonio,TX,USA,24,Male,2021-03-20,New,Yes,299.53,27
264,Paisley,WATSON,paisley.watson224@hotmail.com,+1-814-532-7366,Berlin,BE,Germany,60,M,30-Sep-2019,Loyal,No,9559.28,81
265,emma,Robinson,emma.robinson128@outlook.com,+1-584-409-1621,Milwaukee,WI,USA,39,Female,"May 09, 2022",New,No,16201.16,36
266,Aria,YOUNG,aria.young940@aol.com,,Charlotte,NC,USA,53,Female,2024-04-05,Returning,No,7786.57,25
267,Carter,Howard,carter.howard279@hotmail.com,(717) 824-8101,Memphis,TN,USA,27,Non-binary,04-Apr-2023,At-Risk,Yes,11340.08,48
268,Taylor,Nguyen,taylor.nguyen5@gmail.com,(960) 582-7292,Memphis,TN,USA,45,Male,03/02/2024,Churned,No,15874.49,47
269,Hunter,YOUNG,hunter.young833@outlook.com,N/A,Los Angeles,CA,USA,55,Male,"August 12, 2022",VIP,Yes,20743.74,32
270,Jayden,Cox,jayden.cox898@aol.com,(346) 475-4432,San Antonio,TX,USA,59,Male,"July 18, 2019",Loyal,Yes,17601.18,25
271,Ryan,RAMIREZ,ryan.ramirez188@yahoo.com,(851) 370-2307,Baltimore,MD,USA,24,M,"April 14, 2022",Loyal,Yes,2421.05,66
272,Rylee,Wright,rylee.wright346@icloud.com,(445) 569-7528,Memphis,TN,USA,26,Male,"July 24, 2021",VIP,No,18785.99,31
273,Julian,Morgan,noah.jones116@icloud.com,8013663710,Chicago,IL,USA,,Non-binary,2022-09-10,Loyal,Yes,19621.55,64
274,Jordan,Bell,jordan.bell918@hotmail.com,2452988831,Toronto,ON,Canada,34,Female,23-Jan-2024,Returning,Yes,15838.7,62
275,Claire,JENKINS,claire.jenkins352@hotmail.com,+1-497-289-2824,Louisville,KY,USA,26,Male,2022-04-27,Loyal,Yes,1547.12,68
276,Thomas,Campbell,thomas.campbell130@icloud.com,(671) 523-3370,Melbourne,VIC,Australia,37,Non-binary,2022-05-16,Returning,No,14349.3,80
277,Jayden,Davis,jayden.davis848@aol.com,7579599630,Charlotte,NC,USA,43,Male,15-May-2021,At-Risk,Yes,17527.72,70
278,Nathan,Miller,nathan.miller469@aol.com,(414) 423-4205,Dallas,TX,USA,28,Male,"February 10, 2021",Loyal,Yes,2933.67,65
279,Eli,ROSS,eli.ross247@hotmail.com,5340328400,Berlin,BE,Germany,25,Female,N/A,VIP,Yes,14324.55,73
280,Skylar,White,skylar.white720@hotmail.com,+1-220-603-9788,Dallas,TX,USA,31,Male,2021-09-27,Loyal,Yes,13868.04,40
281,Daniel,Lopez,daniel.lopez36@gmail.com,+1-731-500-9750,Montreal,QC,Canada,50,Female,01-Oct-2021,New,Yes,3541.68,27
282,Lily,Scott,lily.scott77@icloud.com,+1-408-272-5413,Louisville,KY,USA,59,Non-binary,15-Aug-2022,Returning,Yes,24811.22,55
283,Joseph,Thomas,joseph.thomas417@gmail.com,(431) 480-1161,Philadelphia,PA,USA,69,Female,26-Dec-2019,Churned,Yes,13788.56,77
284,Landon,Roberts,landon.roberts695@icloud.com,000-000-0000,Portland,OR,CANADA,29,Female,"December 19, 2022",Loyal,Yes,23815.41,66
285,Victoria,Bennett,victoria.bennett417@outlook.com,5192919296,Philadelphia,PA,USA,50,Non-binary,10/18/2022,Returning,NO,22772.16,0
286,Ella,Powell,ella.powell902@icloud.com,(982) 736-4687,Chicago,IL,USA,25,Male,05/15/2021,VIP,Yes,7251.62,61
287,Ryan,Phillips,ryan.phillips956@aol.com,4643682282,Chicago,IL,USA,,Female,"December 29, 2023",Returning,Yes,10267.98,62
288,Julian,Phillips,julian.phillips914@yahoo.com,5208731800,Seattle,WA,USA,20,Female,"March 24, 2019",Loyal,Yes,2969.81,62
289,Riley,Russell,riley.russell514@aol.com,000-000-0000,Louisville,KY,USA,36,Male,2021-05-29,Returning,Yes,18231.21,23
290,Ellie,Young,ellie.young486@aol.com,(805) 844-3436,San Antonio,TX,USA,23,Male,2024-03-17,VIP,No,24503.11,28
291,Connor,Miller,connor.miller288@outlook.com,2910436665,Indianapolis,IN,US,24,Male,26-Apr-2024,Loyal,No,20250.88,75
292,Jackson,Ward,jackson.ward134@aol.com,5974994992,San Diego,CA,USA,unknown,Female,04/08/2023,At-Risk,Yes,24378.15,46
293,Benjamin,Murphy,benjamin.murphy516@gmail.com,(262) 910-4116,Seattle,WA,CANADA,42,Female,"December 05, 2019",VIP,Yes,14297.45,75
294,Grayson,Rogers,grayson.rogers311@yahoo.com,(498) 240-3427,Seattle,WA,U.S.A,,Non-binary,2023-08-14,Churned,No,22099.66,33
295,Riley,DAVIS,riley.davis365@yahoo.com,+1-904-591-5216,Seattle,WA,USA,35,Female,"May 22, 2022",Returning,Yes,18245.3,55
296,Emily,Flores,emily.flores194@icloud.com,+1-273-636-5018,Jacksonville,,USA,69,Male,04/04/2021,Returning,Yes,20664.06,82
297,Joseph,Jackson,joseph.jackson812@gmail.com,8358378787,San Antonio,TX,USA,25,Male,13-Nov-2019,Returning,Yes,12788.56,53
298,Anthony,Roberts,anthony.roberts232@aol.com,+1-321-569-2389,San Diego,CA,USA,61,Female,06-Nov-2019,At-Risk,Yes,8709.64,13
299,Scarlett,Sanders,scarlett.sanders883@yahoo.com,(689) 268-2854,San Jose,CA,USA,45,Female,08-Jan-2020,Returning,No,8336.63,83
300,Andrew,Reed,andrew.reed236@hotmail.com,3010146530,Baltimore,MD,USA,40,Male,2024-05-15,Loyal,Yes,20881.31,70
301,Sebastian,Davis,sebastian.davis713@aol.com,(308) 878-2208,Los Angeles,CA,USA,70,Female,2019-06-11,Loyal,Yes,18702.68,38
302,connor,Myers,connor.myers62@aol.com,4155525720,Jacksonville,,USA,43,FEMALE,07/08/2019,Loyal,Yes,15127.09,9
303,Connor,Evans,connor.evans823@outlook.com,+1-366-754-2744,Fort Worth,TX,USA,30,Male,23-Jan-2019,Returning,Yes,1121.86,61
304,Emma,Rivera,emma.rivera513@yahoo.com,,Portland,OR,USA,27,f,2021-09-03,Returning,Yes,22110.05,83
305,Christopher,Peterson,christopher.peterson536@outlook.com,+1-825-821-2228,Dallas,TX,USA,27,Male,2022-07-09,Returning,No,7842.97,37
306,Mia,Martinez,mia.martinez265@hotmail.com,+1-493-610-7701,Albuquerque,NM,USA,61,Female,22-Sep-2019,At-Risk,No,1066.89,82
307,Bella,Johnson,bella.johnson385@yahoo.com,(557) 677-8675,Phoenix,AZ,USA,30,Female,"February 22, 2024",Churned,Yes,12157.38,60
308,Julian,Jackson,julian.jackson33@icloud.com,+1-223-976-7929,Houston,TX,USA,23,Male,2019-12-27,Loyal,Yes,5352.62,33
309,Anthony,Baker,anthony.baker204@outlook.com,+1-210-774-4253,Toronto,ON,Canada,70,FEMALE,30-Mar-2022,Loyal,Yes,2840.17,52
310,Mason,Bennett,mason.bennett100@gmail.com,7195892852,Fort Worth,TX,USA,25,Female,03-Feb-2019,Loyal,Yes,8805.28,69
311,Matthew,Flores,matthew.flores610@yahoo.com,6275052490,Louisville,KY,USA,50,Non-binary,2019-08-01,At-Risk,Yes,5571.98,58
312,Amelia,Hall,amelia.hall423@aol.com,,,OR,USA,41,Non-binary,N/A,Loyal,Yes,23979.01,55
313,Connor,Phillips,connor.phillips592@hotmail.com,+1-927-329-9261,Louisville,KY,USA,28,Male,26-May-2023,Returning,YES,15722.35,75
314,Lucas,Howard,lucas.howard134@hotmail.com,9414456232,Las Vegas,NV,USA,55,Male,2019-06-19,Loyal,Yes,7061.58,23
315,Jackson,Phillips,jackson.phillips424@gmail.com,2772262755,Phoenix,AZ,USA,65,Male,2020-12-11,VIP,Yes,575.95,65
316,Sofia,Brown,sofia.brown746@aol.com,(925) 764-5822,Seattle,WA,USA,24,Non-binary,27-May-2020,Loyal,Yes,23844.05,62
317,Joseph,Green,joseph.green440@yahoo.com,(234) 723-5146,Memphis,TN,USA,29,Male,23-Aug-2019,,Yes,3625.99,40
318,John,Ramirez,john.ramirez921@yahoo.com,8760056864,Louisville,KY,USA,35,Female,"February 10, 2020",Loyal,Yes,14779.28,30
319,Claire,Smith,claire.smith862@hotmail.com,9859146831,Manchester,ENG,UK,21,Female,30-Mar-2021,Loyal,No,24178.81,15
320,Sebastian,Miller,sebastian.miller331@aol.com,000-000-0000,Charlotte,NC,USA,28,Female,"June 03, 2019",Returning,Yes,18825.87,52
321,Aiden,Howard,aiden.howard288@outlook.com,9127415677,Toronto,ON,Canada,42,Female,05/04/2019,Churned,Yes,19040.06,65
322,Grayson,James,grayson.james937@yahoo.com,+1-484-633-3690,Memphis,TN,USA,65,Male,"August 20, 2022",Loyal,Yes,11906.01,67
323,Lucas,Rivera,lucas.rivera515@hotmail.com,3262745715,Houston,TX,USA,25,Female,2021-11-28,New,Yes,1646.18,12
324,Penelope,Phillips,penelope.phillips844@aol.com,+1-296-389-9245,Columbus,OH,USA,61,Male,09/03/2021,Churned,Yes,24056.08,85
325,Scarlett,Martinez,scarlett.martinez10@icloud.com,(312) 246-1284,Toronto,ON,Canada,39,,07-May-2023,Churned,Yes,16585.21,32
326,Jeremiah,Nelson,jeremiah.nelson878@icloud.com,+1-231-450-8056,Seattle,WA,USA,35,Non-binary,"July 02, 2019",Loyal,Yes,4373.81,44
327,Grace,Flores,grace.flores719@outlook.com,(555) 495-2805,San Diego,CA,USA,36,Male,12/07/2021,,Yes,7075.43,75
328,Lily,REYES,lily.reyes142@outlook.com,(288) 930-5434,Montreal,QC,Canada,33,Female,"August 18, 2020",Returning,Yes,14925.97,22
329,Nathan,Moore,nathan.moore139@hotmail.com,+1-647-298-3270,Nashville,TN,USA,45,Female,03-Oct-2020,Returning,Yes,660.55,53
330,Ella,Ward,ella.ward557@icloud.com,+1-255-286-1896,Houston,TX,USA,54,Female,2019-08-08,New,Yes,16860.32,6
331,Aurora,Moore,aurora.moore873@yahoo.com,(838) 904-4288,Nashville,TN,USA,46,M,2020-02-23,At-Risk,Yes,20506.77,69
332,Caleb,Wood,caleb.wood23@yahoo.com,7538141420,Indianapolis,IN,USA,70,Female,2021-03-12,At-Risk,Yes,9735.73,74
333,anna,Edwards,anna.edwards986@yahoo.com,4255096841,Tucson,AZ,USA,72,Female,05-Sep-2022,At-Risk,Yes,22904.0,82
334,Emily,Howard,emily.howard675@icloud.com,(613) 269-1736,Oklahoma City,OK,USA,32,Female,"October 19, 2021",Loyal,No,18895.35,53
335,noah,Sullivan,noah.sullivan622@aol.com,+1-702-648-5687,Jacksonville,FL,USA,19,Male,11/28/2019,Loyal,Yes,19359.64,72
336,Madelyn,Morales,madelyn.morales853@yahoo.com,+1-585-272-2280,Toronto,ON,Canada,56,Non-binary,"September 02, 2020",VIP,Yes,23056.83,32
337,daniel,Torres,daniel.torres874@icloud.com,6230259033,Montreal,QC,Canada,53,Male,2020-02-15,New,Yes,20141.55,72
338,Noah,Hall,noah.hall613@aol.com,2152901187,Philadelphia,PA,USA,N/A,Male,05/20/2023,VIP,No,17048.53,2
339,Ellie,Taylor,ellie.taylor142@gmail.com,+1-802-210-4721,Munich,BY,Germany,33,F,2022-03-09,Loyal,Yes,7853.15,77
340,Lucy,Phillips,lucy.phillips79@gmail.com,(425) 654-5959,Manchester,ENG,UK,50,FEMALE,14-Dec-2021,Loyal,Yes,5088.87,17
341,Lincoln,Clark,lincoln.clark807@yahoo.com,(316) 221-9174,Indianapolis,IN,USA,42,Female,"May 03, 2019",VIP,Yes,16498.14,68
342,Jack,Brown,jack.brown345@outlook.com,+1-953-970-1935,Melbourne,,Australia,52,Female,05-Mar-2021,Loyal,Yes,4063.72,48
343,Emma,Scott,emma.scott88@yahoo.com,+1-990-822-1202,Denver,CO,USA,46,M,15-Sep-2022,Loyal,Yes,12005.2,71
344,Grace,Wood,grace.wood452@yahoo.com,2999320584,Seattle,WA,USA,63,Male,04/02/2022,New,Yes,13511.03,5
345,Isaac,Anderson,isaac.anderson334@icloud.com,7733720281,Baltimore,MD,USA,unknown,m,27-Jun-2022,VIP,Yes,17894.2,65
346,jayden,Ward,jayden.ward391@aol.com,+1-751-950-2986,Phoenix,AZ,USA,51,Female,"June 23, 2023",VIP,Yes,22776.74,42
347,Grayson,Green,grayson.green247@hotmail.com,(570) 869-8932,Baltimore,MD,USA,60,Female,"March 10, 2024",At-Risk,Yes,2037.65,53
348,Thomas,Sanchez,thomas.sanchez16@yahoo.com,(303) 329-1558,San Francisco,CA,USA,40,Female,"November 20, 2021",VIP,Yes,2975.74,43
349,Ava,Martinez,ava.martinez460@hotmail.com,2359873139,Milwaukee,WI,USA,55,Male,02/15/2021,Returning,No,8527.93,72
350,Anthony,Torres,anthony.torres183@yahoo.com,(521) 301-6690,Columbus,OH,USA,66,,19-Dec-2023,At-Risk,Yes,13804.09,65
351,Brooklyn,REED,brooklyn.reed853@gmail.com,7561731716,Denver,CO,USA,64,Male,10/07/2021,Returning,Yes,18184.04,41
352,Hunter,MORGAN,hunter.morgan705@outlook.com,(525) 394-1583,Chicago,IL,USA,70,Female,"October 11, 2022",,No,21896.6,66
353,Benjamin,Rivera,benjamin.rivera183@gmail.com,+1-384-507-4799,San Francisco,CA,USA,52,Female,"September 20, 2021",VIP,Yes,10489.85,57
354,Hazel,Green,hazel.green408@aol.com,3249535867,Toronto,ON,Canada,46,Female,"June 19, 2020",New,No,5473.7,81
355,Claire,Perez,claire.perez113@icloud.com,+1-985-984-2039,Dallas,,USA,71,Non-binary,03/07/2020,VIP,Yes,22766.34,42
356,Emma,Jones,emma.jones540@gmail.com,(990) 904-5051,Vancouver,BC,uk,22,Male,03-Aug-2023,Returning,0,20756.29,77
357,Dylan,Harris,dylan.harris804@outlook.com,+1-639-295-4641,Los Angeles,CA,USA,49,Female,07/24/2020,VIP,No,5601.52,3
358,Ryan,Wilson,ryan.wilson830@aol.com,+1-831-684-9575,San Antonio,TX,USA,37,Male,"April 07, 2023",New,Yes,14968.25,0
359,Levi,Bailey,levi.bailey242@outlook.com,+1-584-330-1223,Toronto,ON,Canada,25,,"September 06, 2019",Loyal,Yes,12179.83,70
360,Chloe,Ross,chloe.ross536@outlook.com,8525686495,Memphis,TN,USA,63,FEMALE,03/13/2024,Loyal,Yes,24832.76,0
361,Andrew,FLORES,andrew.flores480@icloud.com,7515543639,Las Vegas,NV,USA,27,Male,03/28/2024,At-Risk,Yes,2558.05,66
362,Thomas,Cox,thomas.cox755@icloud.com,(421) 293-3400,Toronto,,Canada,48,Male,"October 08, 2019",Returning,No,9432.74,49
363,wyatt,Cooper,wyatt.cooper220@yahoo.com,4943631361,Seattle,WA,USA,31,Non-binary,18-Oct-2023,VIP,Yes,23329.81,1
364,Skylar,Flores,skylar.flores938@outlook.com,(690) 607-1719,New York,NY,USA,,,"November 03, 2023",Loyal,No,18764.66,13
365,Evelyn,Foster,evelyn.foster135@gmail.com,+1-828-955-1273,San Diego,CA,USA,55,Male,10/04/2023,Returning,No,16741.03,8
366,Joseph,HERNANDEZ,joseph.hernandez624@yahoo.com,+1-320-549-8639,Baltimore,MD,USA,23,Female,"June 26, 2019",Loyal,No,24144.14,21
367,Lucas,Ross,lucas.ross698@aol.com,(588) 922-5703,Fort Worth,TX,USA,34,Female,07/12/2020,Loyal,Yes,8721.48,82
368,Abigail,Jones,abigail.jones160@icloud.com,(412) 550-9253,Milwaukee,WI,USA,N/A,Non-binary,12-Jun-2020,Loyal,No,14670.52,47
369,Riley,Long,riley.long923@gmail.com,+1-390-970-1356,Toronto,ON,Canada,48,Female,"July 23, 2021",Churned,No,16963.9,38
370,Christopher,Wilson,christopher.wilson977@icloud.com,7147355709,Los Angeles,CA,USA,67,Female,2023-06-03,Loyal,No,21.08,18
371,Emily,Walker,emily.walker742@yahoo.com,+1-603-915-4481,Birmingham,ENG,UK,24,Female,02/09/2021,Loyal,Yes,22450.53,54
372,Aaliyah,POWELL,aaliyah.powell907@icloud.com,(825) 813-7523,Indianapolis,IN,USA,59,Female,2020-03-08,At-Risk,No,20531.88,4
373,Dylan,Price,dylan.price826@gmail.com,,San Antonio,TX,USA,65,Male,15-May-2021,Loyal,No,17800.59,68
374,Anthony,Reed,sophia.martinez457@gmail.com,(665) 645-1795,Melbourne,VIC,Australia,,Male,27-Dec-2023,New,Yes,7330.99,53
375,Cameron,ANDERSON,cameron.anderson757@hotmail.com,+1-669-905-4999,Philadelphia,PA,USA,,m,"August 08, 2023",Returning,No,1969.12,81
376,Eliana,Allen,eliana.allen82@hotmail.com,+1-684-420-8158,Fort Worth,TX,USA,29,Male,2023-05-13,Returning,No,16430.32,35
377,Wyatt,GONZALEZ,wyatt.gonzalez333@yahoo.com,4325544077,Denver,CO,USA,65,Female,12/10/2020,Loyal,Yes,10073.46,84
378,Bella,Hall,bella.hall543@outlook.com,4426194535,Oklahoma City,OK,USA,52,Female,02/13/2022,Returning,Yes,5282.63,14
379,Alice,Powell,alice.powell361@yahoo.com,8452349434,Berlin,BE,Germany,29,Female,"March 30, 2023",VIP,No,16404.77,12
380,Gabriel,Harris,gabriel.harris142@icloud.com,(532) 824-5095,Philadelphia,PA,USA,30,Female,"March 02, 2023",VIP,No,23034.64,41
